deep_sfhdelayed.tau_main deep_sfhdelayed.age_main deep_sfhdelayed.tau_burst deep_sfhdelayed.age_burst deep_sfhdelayed.f_burst deep_sfhdelayed.sfr_A deep_bc03.imf deep_bc03.metallicity
16759.52965806513 9138.000831615624 5416.066050324098 316.37487610438137 0.044376077989004226 1.0 1 0.004
5571.285656599103 7487.739145947576 5002.064677894549 24.419233945424367 0.002438462045491474 1.0 1 0.004
81119.97786627877 2026.7779539367034 3317.661674316605 47.99057547456247 0.048288326821449144 1.0 1 0.008
3700.623102850362 7789.933393167098 1328.165307765835 41.9492552250613 0.03257791542375182 1.0 1 0.008
162.45671505109823 5194.365617261969 646.4775866182108 58.63233531540989 0.03109643498269904 1.0 1 0.0004
70107.44529349987 8997.045275910292 254.90221741657464 27.87366107685358 0.02142327141309356 1.0 1 0.004
265.3959770796426 4610.950411120264 395.244855274484 291.0694187770214 0.017271241678503642 1.0 1 0.0004
16997.931004407383 8485.100956419476 1931.0491901716086 259.6842628200873 0.006051152593400067 1.0 1 0.004
6416.150666387088 933.8611696009401 444.3186373287147 33.752158653375474 0.016308943546223042 1.0 1 0.004
865.6500185951744 3005.7568047786817 3274.7924329949697 12.811542446556405 0.03410533464399426 1.0 1 0.008
4957.803054265521 1145.8730796682776 3160.3234876331294 102.7584240470119 0.016542260952132192 1.0 1 0.004
1290.3132880435933 6321.91688244425 5205.121799017073 67.0925442582135 0.01849189365604732 1.0 1 0.02
722.375675036722 1831.3961124361351 5392.750066925659 121.50925096256371 0.001910027534935005 1.0 1 0.0004
9012.521231623188 548.6179243511915 4377.8436255183005 16.493318597610653 0.025849852906105232 1.0 1 0.004
124.90120468998524 4003.072537067534 5754.55128900707 18.97976722718127 0.005646148397192386 1.0 1 0.004
12444.395818716735 7988.17151080457 2459.1303710900647 196.27794056321386 0.03164828341301717 1.0 1 0.008
973.6565588036726 1319.4256258345963 2200.9976402185353 23.321516666093085 0.01745943213704464 1.0 1 0.008
5159.109008896165 3946.512090402877 422.46754825186855 441.2492014519794 0.01828170964441413 1.0 1 0.05
1978.001053022781 9068.416727949212 1317.9231215591665 22.975393801678653 0.0062509347429294485 1.0 1 0.05
204.45372161350716 1370.4815089105678 7623.817659678172 10.98143337235616 0.044874835564434196 1.0 1 0.004
1917.048540139866 8215.138631171221 2341.198980520232 17.069828110642824 0.001215883419117214 1.0 1 0.0004
46109.042422694765 4079.3065513914144 7639.8081586391245 12.338004785108353 0.0045859486708687445 1.0 1 0.004
